subID	modeli	name	eta	Mp	wp	nll	nllsd	success	iterations
32	6	dDNc	1	1.0244549031313e-07	0.538611332699657	294.890269865377	0.0369947211076918	2	21
32	7	dDNd	1	1.0244549031313e-07	0.564976506866515	297.013071209962	0.027657735728691	2	16
33	1	McFadden	94.487451171875	NaN	NaN	372.381119671284	0.0322244400526477	2	9
33	2	Model2	93.1008157968521	NaN	NaN	372.38529147178	0.0303099546391877	2	17
33	3	DN	1	83.9314805984497	0.567510366439819	372.390748491711	0.0255368692163643	2	16
33	4	dDNa	1	69.3189571380615	0.199897813796997	372.413039082442	0.0343551491734854	2	18
33	5	dDNb	1	92.3194427490234	0.39030704498291	372.405601265217	0.0304446329832682	2	15
33	6	dDNc	1	105.339510939196	0.446846006545093	372.400451905096	0.0367399759766941	2	13
33	7	dDNd	1	119.438354492188	0.292218017578125	372.410928990606	0.0327680100590163	2	13
34	1	McFadden	4.63760334503781	NaN	NaN	169.673371771782	0.0313263121194666	2	27
34	2	Model2	4.00958404541016	NaN	NaN	167.431438759646	0.0292687087722866	2	13
34	3	DN	1	3.43529654145242	0.0694816321134567	168.403068299553	0.0214300672848174	2	11
34	4	dDNa	1	0.98693655796815	0.166427885903977	159.606154814716	0.028086578991483	2	23
34	5	dDNb	1	3.52926576852042e-11	0.202270251452001	160.764558996237	0.0328143944907461	2	21
34	6	dDNc	1	1.0803548693657	0.156302324123681	159.443288136819	0.0266622266788575	1	21
34	7	dDNd	1	2.86102299185131e-07	0.197481870651245	160.593328151889	0.0288586830566141	1	20
35	1	McFadden	4.72297698352487	NaN	NaN	162.543985137923	0.040000079054275	2	21
35	2	Model2	4.56456260681153	NaN	NaN	164.457953984643	0.0397865596108653	2	13
35	3	DN	1	4.96608047485352	-0.0143213748931885	162.468988613434	0.0279439310536331	2	23
35	4	dDNa	1	6.43664359657377	-0.121661114294963	164.283570630682	0.0477589061912546	1	22
35	5	dDNb	1	4.52021462917328	0.00019372701644893	164.477087753871	0.0348012508567275	2	17
35	6	dDNc	1	6.27181282043458	-0.10938663482666	164.357919181015	0.0358146814984992	2	11
35	7	dDNd	1	4.54811871051789	0.00630977153778073	164.4318858929	0.0390805179344248	2	11
36	1	McFadden	3.4641670592414	NaN	NaN	187.042151855108	0.048923032802951	2	21
36	2	Model2	3.444708299986	NaN	NaN	193.232757865578	0.0350121458443297	2	24
36	3	DN	1	2.86102299185131e-07	0.330088710784912	167.279363758319	0.0323371640048192	2	15
36	4	dDNa	1	1.06170858771293e-08	0.327387059852481	177.381730585491	0.0355297272529349	2	20
36	5	dDNb	1	9.2370555648813e-14	0.304471744658497	179.949514732103	0.040891824594223	1	22
36	6	dDNc	1	2.86102299185131e-07	0.327793598175049	177.298963490621	0.0295728255785114	2	20
36	7	dDNd	1	2.86102299185131e-07	0.307267427444458	179.116717154312	0.0326702851498664	2	16
37	1	McFadden	54.807547918966	NaN	NaN	382.479466097277	0.0362300057075646	2	21
37	2	Model2	55.0438555020839	NaN	NaN	382.568002626709	0.0296989923694789	2	20
37	3	DN	1	126.716688265651	-2	379.62944221794	0.0260591112911435	2	21
37	4	dDNa	1	133.09128835547	-1.91254324284232	381.755369282743	0.0410243347777624	1	20
37	5	dDNb	1	132.721167373657	-2	379.798810854447	0.0285392586654135	2	16
37	6	dDNc	1	130.758533547819	-1.90929669998586	381.773209037647	0.0344781295882985	2	13
37	7	dDNd	1	132.593421572447	-2	379.835886760859	0.0411587378896457	2	17
38	1	McFadden	8.30063141631327	NaN	NaN	269.325560036002	0.0358624916935437	2	22
38	2	Model2	7.91705167889596	NaN	NaN	272.880723250001	0.0320612318160757	2	20
38	3	DN	1	1.0244549031313e-07	0.411797119304538	268.310379223059	0.0286972234280923	2	19
